|batsman|venue|final_score_bat|matches
436|AT Rayudu|Punjab Cricket Association IS Bindra Stadium, Mohali|31.075000000000003|2
437|AT Rayudu|Punjab Cricket Association Stadium, Mohali|8.0625|1
438|AT Rayudu|Rajiv Gandhi International Stadium, Uppal|30.575000000000003|2
439|AT Rayudu|Sawai Mansingh Stadium|28.81275|2
440|AT Rayudu|Sharjah Cricket Stadium|26.9875|2
441|AT Rayudu|Sheikh Zayed Stadium|31.725|2
442|AT Rayudu|Subrata Roy Sahara Stadium|7.5600000000000005|1
443|AT Rayudu|Wankhede Stadium|25.033250000000002|2
444|AUK Pathan|Himachal Pradesh Cricket Association Stadium|2.90325|1
445|AUK Pathan|M Chinnaswamy Stadium|2.49075|1
446|AUK Pathan|MA Chidambaram Stadium, Chepauk|3.42825|1
447|AUK Pathan|Nehru Stadium|3.27825|1
448|Abdur Razzak|Sawai Mansingh Stadium|-0.6749999999999999|1
449|Abhishek Sharma|Dubai International Cricket Stadium|14.0315|1
450|Abhishek Sharma|Feroz Shah Kotla|14.78925|1
451|Abhishek Sharma|Rajiv Gandhi International Stadium, Uppal|11.726750000000001|1
452|Abhishek Sharma|Sharjah Cricket Stadium|12.68925|1
453|Abhishek Sharma|Sheikh Zayed Stadium|11.37675|1
454|Abhishek Sharma|Wankhede Stadium|11.46425|1
455|Anirudh Singh|Barabati Stadium|3.2624999999999997|1
456|Anirudh Singh|Dr DY Patil Sports Academy|5.2875|1
457|Anirudh Singh|Vidarbha Cricket Association Stadium, Jamtha|3.9375|1
458|Ankit Sharma|Barabati Stadium|2.415|1
459|Ankit Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|2.94|1
460|Ankit Sharma|Feroz Shah Kotla|2.415|1
461|Ankit Sharma|JSCA International Stadium Complex|4.59|1
462|Ankit Sharma|MA Chidambaram Stadium, Chepauk|2.3400000000000003|1
463|Ankit Sharma|Maharashtra Cricket Association Stadium|2.7150000000000003|1
464|Ankit Sharma|Sardar Patel Stadium, Motera|2.64|1
465|Ankit Sharma|Saurashtra Cricket Association Stadium|4.215|1
466|Ankit Soni|Green Park|-0.22499999999999998|1
467|Ankit Soni|Maharashtra Cricket Association Stadium|-0.22499999999999998|1
468|Ankit Soni|Saurashtra Cricket Association Stadium|0.3|1
469|Anureet Singh|Eden Gardens|1.3755|1
470|Anureet Singh|Feroz Shah Kotla|0.9644999999999999|1
471|Anureet Singh|M Chinnaswamy Stadium|0.3645|1
472|Anureet Singh|MA Chidambaram Stadium, Chepauk|1.1144999999999998|1
473|Anureet Singh|Maharashtra Cricket Association Stadium|0.3645|1
474|Anureet Singh|Punjab Cricket Association IS Bindra Stadium, Mohali|1.4894999999999998|1
475|Anureet Singh|Punjab Cricket Association Stadium, Mohali|0.3645|1
476|Arshdeep Singh|Dubai International Cricket Stadium|-1.575|1
477|Avesh Khan|Punjab Cricket Association IS Bindra Stadium, Mohali|4.375|1
478|Azhar Mahmood|Brabourne Stadium|5.571|1
479|Azhar Mahmood|Eden Gardens|5.271|1
480|Azhar Mahmood|Feroz Shah Kotla|5.796|1
481|Azhar Mahmood|Himachal Pradesh Cricket Association Stadium|7.6335|1
482|Azhar Mahmood|M Chinnaswamy Stadium|7.483499999999999|1
483|Azhar Mahmood|MA Chidambaram Stadium, Chepauk|6.471|1
484|Azhar Mahmood|Punjab Cricket Association Stadium, Mohali|6.321|1
485|Azhar Mahmood|Rajiv Gandhi International Stadium, Uppal|5.796|1
486|Azhar Mahmood|Sawai Mansingh Stadium|6.846|1
487|Azhar Mahmood|Wankhede Stadium|5.8335|1
488|B Akhil|Kingsmead|2.331|1
489|B Akhil|M Chinnaswamy Stadium|2.5185|1
490|B Akhil|MA Chidambaram Stadium, Chepauk|2.7809999999999997|1
491|B Akhil|Nehru Stadium|3.3059999999999996|1
492|B Akhil|Newlands|3.006|1
493|B Akhil|Rajiv Gandhi International Stadium, Uppal|4.356|1
494|B Akhil|St George's Park|2.9309999999999996|1
495|B Akhil|Wankhede Stadium|2.5559999999999996|1
496|B Chipli|Dr DY Patil Sports Academy|3.98625|1
497|B Chipli|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|4.023750000000001|1
498|B Chipli|Eden Gardens|7.21125|1
499|B Chipli|Feroz Shah Kotla|4.73625|1
500|B Chipli|M Chinnaswamy Stadium|4.1115|1
501|B Chipli|MA Chidambaram Stadium, Chepauk|4.88625|1
502|B Chipli|Nehru Stadium|3.9112500000000003|1
503|B Chipli|Rajiv Gandhi International Stadium, Uppal|4.87575|1
504|B Chipli|Subrata Roy Sahara Stadium|4.81125|1
505|B Chipli|Wankhede Stadium|4.023750000000001|1
506|B Kumar|Dr DY Patil Sports Academy|0.45075|1
507|B Kumar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.45075|1
508|B Kumar|Dubai International Cricket Stadium|0.8767499999999999|1
509|B Kumar|Eden Gardens|2.8024999999999998|2
510|B Kumar|Feroz Shah Kotla|0.45075|1
511|B Kumar|M Chinnaswamy Stadium|0.63825|1
512|B Kumar|M.Chinnaswamy Stadium|2.10175|1
513|B Kumar|MA Chidambaram Stadium, Chepauk|0.5257499999999999|1
514|B Kumar|Rajiv Gandhi International Stadium, Uppal|1.7839999999999998|2
515|B Kumar|Sardar Patel Stadium, Motera|0.37575|1
516|B Kumar|Sawai Mansingh Stadium|1.6524999999999999|2
517|B Kumar|Shaheed Veer Narayan Singh International Stadium|1.35075|1
518|B Kumar|Sharjah Cricket Stadium|0.45075|1
519|B Kumar|Subrata Roy Sahara Stadium|0.81825|1
520|B Kumar|Wankhede Stadium|2.815|2
521|B Laughlin|MA Chidambaram Stadium, Chepauk|-0.61875|1
522|B Laughlin|Maharashtra Cricket Association Stadium|-1.4437499999999999|1
523|B Laughlin|Rajiv Gandhi International Stadium, Uppal|-1.2687499999999998|1
524|B Laughlin|Wankhede Stadium|-0.31875|1
525|B Lee|Brabourne Stadium|2.04975|1
526|B Lee|De Beers Diamond Oval|2.8747499999999997|1
527|B Lee|Eden Gardens|2.19975|1
528|B Lee|Feroz Shah Kotla|1.8997499999999998|1
529|B Lee|Kingsmead|2.2747499999999996|1
530|B Lee|M Chinnaswamy Stadium|2.42475|1
531|B Lee|Nehru Stadium|1.8997499999999998|1
532|B Lee|New Wanderers Stadium|1.8247499999999999|1
533|B Lee|Punjab Cricket Association Stadium, Mohali|2.2935|1
534|B Lee|Sawai Mansingh Stadium|2.57475|1
535|B Lee|Shaheed Veer Narayan Singh International Stadium|3.0247499999999996|1
536|B Lee|SuperSport Park|2.42475|1
537|B Lee|Wankhede Stadium|1.9747499999999998|1
538|B Stanlake|Rajiv Gandhi International Stadium, Uppal|7.175|1
539|B Sumanth|Dr DY Patil Sports Academy|2.6625|1
540|B Sumanth|Feroz Shah Kotla|1.9874999999999998|1
541|B Sumanth|Himachal Pradesh Cricket Association Stadium|1.9124999999999999|1
542|B Sumanth|Vidarbha Cricket Association Stadium, Jamtha|1.9124999999999999|1
543|BA Bhatt|Eden Gardens|0.5625|1
544|BA Bhatt|Himachal Pradesh Cricket Association Stadium|0.11249999999999999|1
545|BA Stokes|Dubai International Cricket Stadium|17.1605|1
546|BA Stokes|Eden Gardens|22.04|2
547|BA Stokes|Feroz Shah Kotla|21.715|2
548|BA Stokes|Holkar Cricket Stadium|24.915|2
549|BA Stokes|M Chinnaswamy Stadium|5.8695|1
550|BA Stokes|M.Chinnaswamy Stadium|18.0705|1
551|BA Stokes|MA Chidambaram Stadium, Chepauk|21.3955|1
552|BA Stokes|Maharashtra Cricket Association Stadium|29.490000000000002|2
553|BA Stokes|Rajiv Gandhi International Stadium, Uppal|23.8275|2
554|BA Stokes|Saurashtra Cricket Association Stadium|7.5945|1
555|BA Stokes|Sawai Mansingh Stadium|15.4595|1
556|BA Stokes|Sheikh Zayed Stadium|23.61275|1
557|BA Stokes|Wankhede Stadium|6.9945|1
558|BAW Mendis|M Chinnaswamy Stadium|-0.5257499999999999|1
559|BAW Mendis|St George's Park|-0.60075|1
560|BAW Mendis|Subrata Roy Sahara Stadium|-0.45075|1
561|BB McCullum|Barabati Stadium|9.67425|1
562|BB McCullum|Brabourne Stadium|9.111749999999999|1
563|BB McCullum|Buffalo Park|8.43675|1
564|BB McCullum|Dr DY Patil Sports Academy|8.06175|1
565|BB McCullum|Dubai International Cricket Stadium|10.949250000000001|1
566|BB McCullum|Eden Gardens|36.27775|2
567|BB McCullum|Feroz Shah Kotla|10.786499999999998|1
568|BB McCullum|Green Park|10.08675|1
569|BB McCullum|Holkar Cricket Stadium|10.34925|1
570|BB McCullum|JSCA International Stadium Complex|10.08675|1
571|BB McCullum|Kingsmead|9.2805|1
572|BB McCullum|M Chinnaswamy Stadium|10.67625|1
573|BB McCullum|M.Chinnaswamy Stadium|22.267|1
574|BB McCullum|MA Chidambaram Stadium, Chepauk|10.42425|1
575|BB McCullum|Maharashtra Cricket Association Stadium|31.0475|2
576|BB McCullum|Nehru Stadium|9.56175|1
577|BB McCullum|New Wanderers Stadium|9.03675|1
578|BB McCullum|Newlands|8.211749999999999|1
579|BB McCullum|Punjab Cricket Association IS Bindra Stadium, Mohali|8.06175|1
580|BB McCullum|Punjab Cricket Association Stadium, Mohali|8.84925|1
581|BB McCullum|Rajiv Gandhi International Stadium, Uppal|8.66175|1
582|BB McCullum|Sardar Patel Stadium, Motera|8.961749999999999|1
583|BB McCullum|Saurashtra Cricket Association Stadium|10.15425|1
584|BB McCullum|Sawai Mansingh Stadium|8.211749999999999|1
585|BB McCullum|Shaheed Veer Narayan Singh International Stadium|8.88675|1
586|BB McCullum|Sharjah Cricket Stadium|11.06175|1
587|BB McCullum|Sheikh Zayed Stadium|10.91175|1
588|BB McCullum|St George's Park|8.81175|1
589|BB McCullum|Subrata Roy Sahara Stadium|10.761750000000001|1
590|BB McCullum|SuperSport Park|14.24925|1
591|BB McCullum|Wankhede Stadium|10.44|1
592|BB Samantray|Barabati Stadium|4.3687499999999995|1
593|BB Samantray|Feroz Shah Kotla|5.26875|1
594|BB Samantray|M Chinnaswamy Stadium|4.3687499999999995|1
595|BB Samantray|Punjab Cricket Association Stadium, Mohali|4.21875|1
596|BB Samantray|Rajiv Gandhi International Stadium, Uppal|5.9685|1
597|BB Samantray|Subrata Roy Sahara Stadium|6.9937499999999995|1
598|BB Sran|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|-0.35025|1
599|BB Sran|Eden Gardens|-0.7424999999999999|2
600|BB Sran|Feroz Shah Kotla|-0.99225|1
601|BB Sran|Holkar Cricket Stadium|-0.8172499999999999|1
602|BB Sran|Rajiv Gandhi International Stadium, Uppal|-0.9924999999999999|2
603|BCJ Cutting|Eden Gardens|21.915|2
604|BCJ Cutting|Feroz Shah Kotla|20.3025|2
605|BCJ Cutting|M Chinnaswamy Stadium|7.901999999999999|1
606|BCJ Cutting|M.Chinnaswamy Stadium|13.713|1
607|BCJ Cutting|Punjab Cricket Association IS Bindra Stadium, Mohali|6.327|1
608|BCJ Cutting|Rajiv Gandhi International Stadium, Uppal|19.365|2
609|BCJ Cutting|Sardar Patel Stadium, Motera|5.577|1
610|BCJ Cutting|Sawai Mansingh Stadium|13.888|1
611|BCJ Cutting|Wankhede Stadium|19.08225|2
612|BE Hendricks|Punjab Cricket Association Stadium, Mohali|-0.71175|1
613|BJ Haddin|Eden Gardens|7.425|1
614|BJ Hodge|Buffalo Park|11.520750000000001|1
615|BJ Hodge|Dr DY Patil Sports Academy|7.995749999999999|1
616|BJ Hodge|Eden Gardens|7.20825|1
617|BJ Hodge|Feroz Shah Kotla|8.0145|1
618|BJ Hodge|Holkar Cricket Stadium|7.433249999999999|1
619|BJ Hodge|Kingsmead|6.851999999999999|1
620|BJ Hodge|M Chinnaswamy Stadium|6.520499999999999|1
621|BJ Hodge|MA Chidambaram Stadium, Chepauk|7.620749999999999|1
622|BJ Hodge|Nehru Stadium|7.66575|1
623|BJ Hodge|New Wanderers Stadium|7.84575|1
624|BJ Hodge|Newlands|7.39575|1
625|BJ Hodge|Punjab Cricket Association Stadium, Mohali|7.7459999999999996|1
626|BJ Hodge|Rajiv Gandhi International Stadium, Uppal|6.64575|1
627|BJ Hodge|Sardar Patel Stadium, Motera|8.89575|1
628|BJ Hodge|Sawai Mansingh Stadium|7.565999999999999|1
629|BJ Hodge|Sheikh Zayed Stadium|6.12075|1
630|BJ Hodge|St George's Park|9.57075|1
631|BJ Hodge|Subrata Roy Sahara Stadium|7.695749999999999|1
632|BJ Hodge|SuperSport Park|11.370750000000001|1
633|BJ Hodge|Wankhede Stadium|8.0205|1
634|BJ Rohrer|Feroz Shah Kotla|9.5145|1
635|BJ Rohrer|Himachal Pradesh Cricket Association Stadium|10.7895|1
636|BJ Rohrer|M Chinnaswamy Stadium|8.1645|1
637|BJ Rohrer|MA Chidambaram Stadium, Chepauk|7.414499999999999|1
638|BJ Rohrer|Sawai Mansingh Stadium|11.9145|1
639|BJ Rohrer|Shaheed Veer Narayan Singh International Stadium|7.976999999999999|1
640|BJ Rohrer|Subrata Roy Sahara Stadium|7.6395|1
641|BMAJ Mendis|Feroz Shah Kotla|1.7999999999999998|1
642|BMAJ Mendis|Rajiv Gandhi International Stadium, Uppal|1.7249999999999999|1
643|BMAJ Mendis|Wankhede Stadium|0.8999999999999999|1
644|BR Dunk|Dubai International Cricket Stadium|5.0257499999999995|1
645|BR Dunk|Wankhede Stadium|4.2757499999999995|1
646|Basil Thampi|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.9624999999999999|1
647|Basil Thampi|Maharashtra Cricket Association Stadium|0.4875|1
648|Basil Thampi|Rajiv Gandhi International Stadium, Uppal|1.3125|1
649|Basil Thampi|Saurashtra Cricket Association Stadium|0.66225|1
650|Basil Thampi|Wankhede Stadium|1.3125|1
651|Bipul Sharma|Barabati Stadium|4.479|1
652|Bipul Sharma|Eden Gardens|4.8165|1
653|Bipul Sharma|Feroz Shah Kotla|5.4165|1
654|Bipul Sharma|M Chinnaswamy Stadium|4.141500000000001|1
655|Bipul Sharma|MA Chidambaram Stadium, Chepauk|4.404|1
656|Bipul Sharma|Punjab Cricket Association Stadium, Mohali|4.329000000000001|1
657|Bipul Sharma|Rajiv Gandhi International Stadium, Uppal|4.3665|1
658|Bipul Sharma|Sawai Mansingh Stadium|4.5915|1
659|Bipul Sharma|Subrata Roy Sahara Stadium|6.504|1
660|Bipul Sharma|Wankhede Stadium|3.954|1
661|C Madan|Brabourne Stadium|4.5|1
662|C Munro|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|13.0375|1
663|C Munro|Eden Gardens|4.575|1
664|C Munro|Feroz Shah Kotla|16.799999999999997|2
665|C Munro|Maharashtra Cricket Association Stadium|14.0|1
666|C Munro|Punjab Cricket Association IS Bindra Stadium, Mohali|10.149999999999999|1
667|C Munro|Rajiv Gandhi International Stadium, Uppal|16.45|1
668|C Nanda|Kingsmead|-1.125|1
669|C de Grandhomme|Eden Gardens|5.622000000000001|1
670|C de Grandhomme|Feroz Shah Kotla|15.2775|2
671|C de Grandhomme|M Chinnaswamy Stadium|5.56575|1
672|C de Grandhomme|M.Chinnaswamy Stadium|12.89925|1
673|C de Grandhomme|MA Chidambaram Stadium, Chepauk|10.97425|1
674|C de Grandhomme|Maharashtra Cricket Association Stadium|11.67425|1
675|C de Grandhomme|Punjab Cricket Association IS Bindra Stadium, Mohali|5.22825|1
676|C de Grandhomme|Rajiv Gandhi International Stadium, Uppal|22.152500000000003|2
677|C de Grandhomme|Sawai Mansingh Stadium|10.62425|1
678|CA Ingram|Eden Gardens|10.918249999999999|1
679|CA Ingram|Feroz Shah Kotla|14.792749999999998|2
680|CA Ingram|M.Chinnaswamy Stadium|12.318249999999999|1
681|CA Ingram|MA Chidambaram Stadium, Chepauk|12.7975|2
682|CA Ingram|Punjab Cricket Association IS Bindra Stadium, Mohali|15.11825|1
683|CA Ingram|Sawai Mansingh Stadium|8.99325|1
684|CA Ingram|Wankhede Stadium|20.3975|2
685|CA Lynn|Eden Gardens|39.35225|2
686|CA Lynn|Feroz Shah Kotla|24.636499999999998|1
687|CA Lynn|Holkar Cricket Stadium|27.174|1
688|CA Lynn|M Chinnaswamy Stadium|11.02725|1
689|CA Lynn|M.Chinnaswamy Stadium|31.636499999999998|1
690|CA Lynn|MA Chidambaram Stadium, Chepauk|24.374|1
691|CA Lynn|Punjab Cricket Association IS Bindra Stadium, Mohali|46.42|2
692|CA Lynn|Rajiv Gandhi International Stadium, Uppal|41.794999999999995|2
693|CA Lynn|Saurashtra Cricket Association Stadium|16.596|1
694|CA Lynn|Sawai Mansingh Stadium|26.823999999999998|1
695|CA Lynn|Sharjah Cricket Stadium|12.996|1
696|CA Lynn|Sheikh Zayed Stadium|10.596|1
697|CA Lynn|Wankhede Stadium|38.72|2
698|CA Pujara|Dr DY Patil Sports Academy|4.7595|1
699|CA Pujara|Dubai International Cricket Stadium|4.7595|1
700|CA Pujara|Eden Gardens|5.68425|1
701|CA Pujara|Feroz Shah Kotla|4.9095|1
702|CA Pujara|JSCA International Stadium Complex|4.3845|1
703|CA Pujara|M Chinnaswamy Stadium|4.984500000000001|1
704|CA Pujara|MA Chidambaram Stadium, Chepauk|4.0845|1
705|CA Pujara|Punjab Cricket Association Stadium, Mohali|7.8345|1
706|CA Pujara|Rajiv Gandhi International Stadium, Uppal|5.8845|1
707|CA Pujara|Sardar Patel Stadium, Motera|6.184500000000001|1
708|CA Pujara|Sharjah Cricket Stadium|6.822|1
709|CA Pujara|Sheikh Zayed Stadium|4.797|1
710|CA Pujara|Wankhede Stadium|5.434500000000001|1
711|CH Gayle|Brabourne Stadium|17.657999999999998|1
712|CH Gayle|Buffalo Park|12.558|1
713|CH Gayle|Dubai International Cricket Stadium|45.867749999999994|2
714|CH Gayle|Eden Gardens|50.87|2
715|CH Gayle|Feroz Shah Kotla|55.91024999999999|2
716|CH Gayle|Himachal Pradesh Cricket Association Stadium|12.033|1
717|CH Gayle|Holkar Cricket Stadium|32.32075|1
718|CH Gayle|JSCA International Stadium Complex|15.033|1
719|CH Gayle|Kingsmead|15.183|1
720|CH Gayle|M Chinnaswamy Stadium|14.768999999999998|1
721|CH Gayle|M.Chinnaswamy Stadium|44.584999999999994|2
722|CH Gayle|MA Chidambaram Stadium, Chepauk|43.504999999999995|2
723|CH Gayle|Maharashtra Cricket Association Stadium|42.135|2
724|CH Gayle|Newlands|13.9455|1
725|CH Gayle|Punjab Cricket Association IS Bindra Stadium, Mohali|36.69575|1
726|CH Gayle|Punjab Cricket Association Stadium, Mohali|15.389249999999999|1
727|CH Gayle|Rajiv Gandhi International Stadium, Uppal|44.1075|2
728|CH Gayle|Sardar Patel Stadium, Motera|13.533|1
729|CH Gayle|Saurashtra Cricket Association Stadium|17.808|1
730|CH Gayle|Sawai Mansingh Stadium|49.809999999999995|2
731|CH Gayle|Shaheed Veer Narayan Singh International Stadium|12.107999999999999|1
732|CH Gayle|Sharjah Cricket Stadium|37.177|1
733|CH Gayle|Sheikh Zayed Stadium|37.7895|1
734|CH Gayle|St George's Park|13.1205|1
735|CH Gayle|Subrata Roy Sahara Stadium|14.957999999999998|1
736|CH Gayle|Wankhede Stadium|49.582499999999996|2
737|CH Morris|Brabourne Stadium|6.0104999999999995|1
738|CH Morris|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.7604999999999995|1
739|CH Morris|Dubai International Cricket Stadium|11.0495|1
740|CH Morris|Eden Gardens|16.18475|2
741|CH Morris|Feroz Shah Kotla|19.51025|2
742|CH Morris|M.Chinnaswamy Stadium|15.584999999999997|2
743|CH Morris|MA Chidambaram Stadium, Chepauk|15.719999999999999|2
744|CH Morris|Maharashtra Cricket Association Stadium|5.68575|1
745|CH Morris|Punjab Cricket Association IS Bindra Stadium, Mohali|18.36|2
746|CH Morris|Rajiv Gandhi International Stadium, Uppal|11.3995|1
747|CH Morris|Sardar Patel Stadium, Motera|4.8105|1
748|CH Morris|Sawai Mansingh Stadium|13.6745|1
749|CH Morris|Shaheed Veer Narayan Singh International Stadium|6.6105|1
750|CH Morris|Sharjah Cricket Stadium|13.1495|1
751|CH Morris|Sheikh Zayed Stadium|11.0495|1
752|CH Morris|Wankhede Stadium|6.5729999999999995|1
753|CJ Anderson|Barabati Stadium|6.711749999999999|1
754|CJ Anderson|Brabourne Stadium|6.86175|1
755|CJ Anderson|Dubai International Cricket Stadium|6.8115|1
756|CJ Anderson|Eden Gardens|7.499249999999999|1
757|CJ Anderson|Feroz Shah Kotla|6.78675|1
758|CJ Anderson|Green Park|5.811749999999999|1
759|CJ Anderson|M.Chinnaswamy Stadium|13.998249999999999|1
760|CJ Anderson|Maharashtra Cricket Association Stadium|5.511749999999999|1
761|CJ Anderson|Punjab Cricket Association IS Bindra Stadium, Mohali|6.711749999999999|1
762|CJ Anderson|Sardar Patel Stadium, Motera|9.111749999999999|1
763|CJ Anderson|Sharjah Cricket Stadium|6.336749999999999|1
764|CJ Anderson|Sheikh Zayed Stadium|5.511749999999999|1
765|CJ Anderson|Wankhede Stadium|19.619249999999997|2
766|CJ Ferguson|Dr DY Patil Sports Academy|3.348|1
767|CJ Ferguson|Punjab Cricket Association Stadium, Mohali|2.7855|1
768|CJ Ferguson|Rajiv Gandhi International Stadium, Uppal|3.4605|1
769|CJ Ferguson|Sawai Mansingh Stadium|4.0605|1
770|CJ Ferguson|Subrata Roy Sahara Stadium|2.898|1
771|CJ Ferguson|Wankhede Stadium|3.2355|1
772|CJ Jordan|Dubai International Cricket Stadium|0.14525|1
773|CJ Jordan|M Chinnaswamy Stadium|-0.44999999999999996|1
774|CJ Jordan|Sheikh Zayed Stadium|-0.6124999999999999|1
775|CJ McKay|Wankhede Stadium|1.7249999999999999|1
776|CK Kapugedera|Dr DY Patil Sports Academy|0.9757499999999999|1
777|CK Kapugedera|Feroz Shah Kotla|0.9757499999999999|1
778|CK Kapugedera|Wankhede Stadium|0.37575|1
779|CK Langeveldt|Feroz Shah Kotla|0.33749999999999997|1
780|CK Langeveldt|Himachal Pradesh Cricket Association Stadium|0.9375|1
781|CL White|Barabati Stadium|9.0405|1
782|CL White|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.877999999999999|1
783|CL White|Eden Gardens|8.2905|1
784|CL White|Feroz Shah Kotla|7.202999999999999|1
785|CL White|Himachal Pradesh Cricket Association Stadium|7.015499999999999|1
786|CL White|M Chinnaswamy Stadium|7.42275|1
787|CL White|MA Chidambaram Stadium, Chepauk|8.00925|1
788|CL White|Nehru Stadium|8.215499999999999|1
789|CL White|Punjab Cricket Association Stadium, Mohali|7.634249999999999|1
790|CL White|Rajiv Gandhi International Stadium, Uppal|6.846749999999999|1
791|CL White|Sawai Mansingh Stadium|6.640499999999999|1
792|CL White|Subrata Roy Sahara Stadium|8.815499999999998|1
793|CL White|Vidarbha Cricket Association Stadium, Jamtha|6.190499999999999|1
794|CL White|Wankhede Stadium|7.502999999999999|1
795|CM Gautam|Barabati Stadium|4.13025|1
796|CM Gautam|Dubai International Cricket Stadium|3.9427499999999998|1
797|CM Gautam|Himachal Pradesh Cricket Association Stadium|4.43025|1
798|CM Gautam|MA Chidambaram Stadium, Chepauk|3.83025|1
799|CM Gautam|Rajiv Gandhi International Stadium, Uppal|3.60525|1
800|CM Gautam|Sawai Mansingh Stadium|3.68025|1
801|CM Gautam|Sharjah Cricket Stadium|5.180249999999999|1
802|CM Gautam|Sheikh Zayed Stadium|4.05525|1
803|CM Gautam|Subrata Roy Sahara Stadium|5.78025|1
804|CM Gautam|Wankhede Stadium|5.3302499999999995|1
805|CR Brathwaite|Eden Gardens|17.36025|2
806|CR Brathwaite|Feroz Shah Kotla|6.765750000000001|1
807|CR Brathwaite|Green Park|5.56575|1
808|CR Brathwaite|M.Chinnaswamy Stadium|4.81575|1
809|CR Brathwaite|Punjab Cricket Association IS Bindra Stadium, Mohali|5.640750000000001|1
810|CR Brathwaite|Rajiv Gandhi International Stadium, Uppal|11.58675|1
811|CR Brathwaite|Shaheed Veer Narayan Singh International Stadium|5.153250000000001|1
