|bowler|venue|final_score_ball|matches
443|B Kumar|Barabati Stadium|8.51475|1
444|B Kumar|Brabourne Stadium|12.26475|1
445|B Kumar|Dr DY Patil Sports Academy|7.577249999999999|1
446|B Kumar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|32.38249999999999|2
447|B Kumar|Dubai International Cricket Stadium|30.569999999999997|2
448|B Kumar|Eden Gardens|29.882499999999997|2
449|B Kumar|Feroz Shah Kotla|31.976249999999997|2
450|B Kumar|Green Park|10.38975|1
451|B Kumar|JSCA International Stadium Complex|7.577249999999999|1
452|B Kumar|M Chinnaswamy Stadium|9.0585|1
453|B Kumar|M.Chinnaswamy Stadium|24.242749999999997|1
454|B Kumar|MA Chidambaram Stadium, Chepauk|32.138749999999995|2
455|B Kumar|Maharashtra Cricket Association Stadium|24.0075|2
456|B Kumar|Punjab Cricket Association IS Bindra Stadium, Mohali|28.069999999999997|2
457|B Kumar|Punjab Cricket Association Stadium, Mohali|9.770999999999999|1
458|B Kumar|Rajiv Gandhi International Stadium, Uppal|27.832499999999996|2
459|B Kumar|Sardar Patel Stadium, Motera|14.13975|1
460|B Kumar|Saurashtra Cricket Association Stadium|14.13975|1
461|B Kumar|Sawai Mansingh Stadium|23.07|2
462|B Kumar|Shaheed Veer Narayan Singh International Stadium|7.2585|1
463|B Kumar|Sharjah Cricket Stadium|11.32725|1
464|B Kumar|Sheikh Zayed Stadium|28.382499999999997|2
465|B Kumar|Subrata Roy Sahara Stadium|8.51475|1
466|B Kumar|Wankhede Stadium|27.87625|2
467|B Laughlin|Eden Gardens|21.7595|1
468|B Laughlin|M.Chinnaswamy Stadium|17.3845|1
469|B Laughlin|MA Chidambaram Stadium, Chepauk|7.4505|1
470|B Laughlin|Maharashtra Cricket Association Stadium|21.7595|1
471|B Laughlin|Rajiv Gandhi International Stadium, Uppal|13.0095|1
472|B Laughlin|Sawai Mansingh Stadium|18.82825|1
473|B Laughlin|Wankhede Stadium|5.5755|1
474|B Lee|Barabati Stadium|5.78775|1
475|B Lee|Brabourne Stadium|3.91275|1
476|B Lee|De Beers Diamond Oval|5.78775|1
477|B Lee|Dr DY Patil Sports Academy|3.91275|1
478|B Lee|Eden Gardens|4.96275|1
479|B Lee|Feroz Shah Kotla|6.72525|1
480|B Lee|Kingsmead|3.91275|1
481|B Lee|M Chinnaswamy Stadium|4.85025|1
482|B Lee|MA Chidambaram Stadium, Chepauk|4.85025|1
483|B Lee|Nehru Stadium|3.91275|1
484|B Lee|New Wanderers Stadium|5.78775|1
485|B Lee|OUTsurance Oval|9.537749999999999|1
486|B Lee|Punjab Cricket Association Stadium, Mohali|5.52525|1
487|B Lee|Rajiv Gandhi International Stadium, Uppal|5.78775|1
488|B Lee|Sawai Mansingh Stadium|5.78775|1
489|B Lee|Shaheed Veer Narayan Singh International Stadium|5.78775|1
490|B Lee|SuperSport Park|5.78775|1
491|B Lee|Wankhede Stadium|5.78775|1
492|B Stanlake|Eden Gardens|24.064249999999998|1
493|B Stanlake|Holkar Cricket Stadium|6.56325|1
494|B Stanlake|M.Chinnaswamy Stadium|10.313249999999998|1
495|B Stanlake|Rajiv Gandhi International Stadium, Uppal|19.68925|1
496|BA Bhatt|Eden Gardens|7.113|1
497|BA Bhatt|Feroz Shah Kotla|6.49425|1
498|BA Bhatt|Himachal Pradesh Cricket Association Stadium|4.61925|1
499|BA Bhatt|Holkar Cricket Stadium|4.61925|1
500|BA Bhatt|MA Chidambaram Stadium, Chepauk|6.49425|1
501|BA Bhatt|Punjab Cricket Association Stadium, Mohali|6.813|1
502|BA Bhatt|Wankhede Stadium|4.61925|1
503|BA Stokes|Dubai International Cricket Stadium|11.79675|1
504|BA Stokes|Eden Gardens|31.8525|2
505|BA Stokes|Feroz Shah Kotla|20.6025|2
506|BA Stokes|Holkar Cricket Stadium|21.2275|2
507|BA Stokes|M Chinnaswamy Stadium|10.68075|1
508|BA Stokes|M.Chinnaswamy Stadium|16.17175|1
509|BA Stokes|MA Chidambaram Stadium, Chepauk|16.17175|1
510|BA Stokes|Maharashtra Cricket Association Stadium|17.9775|2
511|BA Stokes|Rajiv Gandhi International Stadium, Uppal|24.665|2
512|BA Stokes|Saurashtra Cricket Association Stadium|5.05575|1
513|BA Stokes|Sawai Mansingh Stadium|14.727999999999998|1
514|BA Stokes|Sheikh Zayed Stadium|16.17175|1
515|BA Stokes|Wankhede Stadium|29.3525|2
516|BAW Mendis|Eden Gardens|7.3125|1
517|BAW Mendis|M Chinnaswamy Stadium|4.5|1
518|BAW Mendis|Newlands|8.25|1
519|BAW Mendis|Punjab Cricket Association Stadium, Mohali|6.375|1
520|BAW Mendis|St George's Park|6.375|1
521|BAW Mendis|Subrata Roy Sahara Stadium|5.4375|1
522|BAW Mendis|SuperSport Park|5.4375|1
523|BB Sran|Brabourne Stadium|4.21875|1
524|BB Sran|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.03125|1
525|BB Sran|Eden Gardens|20.3125|2
526|BB Sran|Feroz Shah Kotla|19.375|2
527|BB Sran|Holkar Cricket Stadium|14.218749999999998|1
528|BB Sran|M Chinnaswamy Stadium|6.09375|1
529|BB Sran|Punjab Cricket Association IS Bindra Stadium, Mohali|14.218749999999998|1
530|BB Sran|Rajiv Gandhi International Stadium, Uppal|15.39375|2
531|BB Sran|Saurashtra Cricket Association Stadium|6.09375|1
532|BB Sran|Shaheed Veer Narayan Singh International Stadium|7.96875|1
533|BB Sran|Wankhede Stadium|9.84375|1
534|BCJ Cutting|Eden Gardens|17.2825|2
535|BCJ Cutting|Feroz Shah Kotla|13.844999999999999|2
536|BCJ Cutting|Holkar Cricket Stadium|12.097749999999998|1
537|BCJ Cutting|M Chinnaswamy Stadium|7.059749999999999|1
538|BCJ Cutting|Maharashtra Cricket Association Stadium|7.72275|1
539|BCJ Cutting|Punjab Cricket Association IS Bindra Stadium, Mohali|3.30975|1
540|BCJ Cutting|Rajiv Gandhi International Stadium, Uppal|11.969999999999999|2
541|BCJ Cutting|Sardar Patel Stadium, Motera|7.059749999999999|1
542|BCJ Cutting|Wankhede Stadium|12.47625|2
543|BE Hendricks|Eden Gardens|10.9815|1
544|BE Hendricks|Feroz Shah Kotla|12.8565|1
545|BE Hendricks|Punjab Cricket Association Stadium, Mohali|8.63775|1
546|BE Hendricks|Rajiv Gandhi International Stadium, Uppal|12.8565|1
547|BJ Hodge|Buffalo Park|6.746249999999999|1
548|BJ Hodge|Dr DY Patil Sports Academy|7.683749999999999|1
549|BJ Hodge|Eden Gardens|5.808749999999999|1
550|BJ Hodge|Holkar Cricket Stadium|9.558749999999998|1
551|BJ Hodge|Kingsmead|6.746249999999999|1
552|BJ Hodge|MA Chidambaram Stadium, Chepauk|6.746249999999999|1
553|BJ Hodge|New Wanderers Stadium|5.808749999999999|1
554|BJ Hodge|Rajiv Gandhi International Stadium, Uppal|4.871249999999999|1
555|BJ Hodge|Sardar Patel Stadium, Motera|4.871249999999999|1
556|BJ Hodge|Sawai Mansingh Stadium|5.808749999999999|1
557|BJ Hodge|St George's Park|6.746249999999999|1
558|BJ Hodge|SuperSport Park|4.871249999999999|1
559|BJ Rohrer|Sawai Mansingh Stadium|-0.6749999999999999|1
560|BMAJ Mendis|Rajiv Gandhi International Stadium, Uppal|4.6875|1
561|BMAJ Mendis|Wankhede Stadium|2.8125|1
562|BW Hilfenhaus|Barabati Stadium|9.471|1
563|BW Hilfenhaus|Dubai International Cricket Stadium|10.4085|1
564|BW Hilfenhaus|Eden Gardens|8.5335|1
565|BW Hilfenhaus|Feroz Shah Kotla|9.471|1
566|BW Hilfenhaus|Himachal Pradesh Cricket Association Stadium|9.471|1
567|BW Hilfenhaus|JSCA International Stadium Complex|9.471|1
568|BW Hilfenhaus|M Chinnaswamy Stadium|9.471|1
569|BW Hilfenhaus|MA Chidambaram Stadium, Chepauk|10.87725|1
570|BW Hilfenhaus|Sawai Mansingh Stadium|11.346|1
571|BW Hilfenhaus|Sharjah Cricket Stadium|11.346|1
572|BW Hilfenhaus|Sheikh Zayed Stadium|9.471|1
573|BW Hilfenhaus|Wankhede Stadium|11.346|1
574|Basil Thampi|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|11.05125|1
575|Basil Thampi|Eden Gardens|8.48625|1
576|Basil Thampi|Feroz Shah Kotla|6.61125|1
577|Basil Thampi|Green Park|8.48625|1
578|Basil Thampi|M Chinnaswamy Stadium|6.61125|1
579|Basil Thampi|M.Chinnaswamy Stadium|11.05125|1
580|Basil Thampi|Maharashtra Cricket Association Stadium|8.48625|1
581|Basil Thampi|Punjab Cricket Association IS Bindra Stadium, Mohali|6.61125|1
582|Basil Thampi|Rajiv Gandhi International Stadium, Uppal|24.5375|2
583|Basil Thampi|Saurashtra Cricket Association Stadium|7.54875|1
584|Basil Thampi|Sawai Mansingh Stadium|15.42625|1
585|Basil Thampi|Sheikh Zayed Stadium|15.42625|1
586|Basil Thampi|Wankhede Stadium|20.1625|2
587|Bipul Sharma|Barabati Stadium|5.290499999999999|1
588|Bipul Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.4154999999999998|1
589|Bipul Sharma|Eden Gardens|4.671749999999999|1
590|Bipul Sharma|Feroz Shah Kotla|5.290499999999999|1
591|Bipul Sharma|Holkar Cricket Stadium|7.165499999999999|1
592|Bipul Sharma|M Chinnaswamy Stadium|4.671749999999999|1
593|Bipul Sharma|MA Chidambaram Stadium, Chepauk|3.4154999999999998|1
594|Bipul Sharma|Maharashtra Cricket Association Stadium|5.290499999999999|1
595|Bipul Sharma|Punjab Cricket Association Stadium, Mohali|6.546749999999999|1
596|Bipul Sharma|Rajiv Gandhi International Stadium, Uppal|4.74675|1
597|Bipul Sharma|Saurashtra Cricket Association Stadium|5.290499999999999|1
598|Bipul Sharma|Sawai Mansingh Stadium|3.4154999999999998|1
599|Bipul Sharma|Subrata Roy Sahara Stadium|3.4154999999999998|1
600|Bipul Sharma|Wankhede Stadium|5.290499999999999|1
601|C Ganapathy|MA Chidambaram Stadium, Chepauk|-0.6749999999999999|1
602|C Munro|Eden Gardens|0.0|1
603|C Nanda|Kingsmead|5.62575|1
604|C Nanda|St George's Park|4.68825|1
605|C de Grandhomme|Eden Gardens|3.27525|1
606|C de Grandhomme|Feroz Shah Kotla|5.9174999999999995|2
607|C de Grandhomme|Holkar Cricket Stadium|8.517249999999999|1
608|C de Grandhomme|M Chinnaswamy Stadium|1.7752499999999998|1
609|C de Grandhomme|M.Chinnaswamy Stadium|5.236|1
610|C de Grandhomme|Maharashtra Cricket Association Stadium|10.292499999999999|2
611|C de Grandhomme|Punjab Cricket Association IS Bindra Stadium, Mohali|1.7752499999999998|1
612|C de Grandhomme|Rajiv Gandhi International Stadium, Uppal|4.14225|1
613|C de Grandhomme|Sawai Mansingh Stadium|4.14225|1
614|CH Gayle|Brabourne Stadium|2.736|1
615|CH Gayle|Buffalo Park|4.611|1
616|CH Gayle|Eden Gardens|3.35475|1
617|CH Gayle|Feroz Shah Kotla|3.35475|1
618|CH Gayle|Himachal Pradesh Cricket Association Stadium|2.736|1
619|CH Gayle|Kingsmead|2.736|1
620|CH Gayle|M Chinnaswamy Stadium|3.8985000000000003|1
621|CH Gayle|MA Chidambaram Stadium, Chepauk|4.611|1
622|CH Gayle|Newlands|2.736|1
623|CH Gayle|Punjab Cricket Association Stadium, Mohali|3.6735|1
624|CH Gayle|Sawai Mansingh Stadium|4.611|1
625|CH Gayle|Shaheed Veer Narayan Singh International Stadium|6.486|1
626|CH Gayle|Sheikh Zayed Stadium|6.384|1
627|CH Gayle|St George's Park|2.736|1
628|CH Gayle|Subrata Roy Sahara Stadium|4.611|1
629|CH Gayle|Wankhede Stadium|2.736|1
630|CH Morris|Brabourne Stadium|10.1715|1
631|CH Morris|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.2965|1
632|CH Morris|Dubai International Cricket Stadium|26.664749999999998|1
633|CH Morris|Eden Gardens|31.56125|2
634|CH Morris|Feroz Shah Kotla|25.661250000000003|2
635|CH Morris|M Chinnaswamy Stadium|6.4215|1
636|CH Morris|M.Chinnaswamy Stadium|31.405|2
637|CH Morris|MA Chidambaram Stadium, Chepauk|28.198749999999997|2
638|CH Morris|Maharashtra Cricket Association Stadium|7.67775|1
639|CH Morris|Punjab Cricket Association IS Bindra Stadium, Mohali|32.03|2
640|CH Morris|Punjab Cricket Association Stadium, Mohali|10.1715|1
641|CH Morris|Rajiv Gandhi International Stadium, Uppal|38.89875|2
642|CH Morris|Sardar Patel Stadium, Motera|7.82775|1
643|CH Morris|Saurashtra Cricket Association Stadium|8.2965|1
644|CH Morris|Sawai Mansingh Stadium|25.4675|2
645|CH Morris|Shaheed Veer Narayan Singh International Stadium|8.2965|1
646|CH Morris|Sharjah Cricket Stadium|17.914749999999998|1
647|CH Morris|Sheikh Zayed Stadium|17.914749999999998|1
648|CH Morris|Subrata Roy Sahara Stadium|10.1715|1
649|CH Morris|Wankhede Stadium|8.2965|1
650|CJ Anderson|Brabourne Stadium|2.1374999999999997|1
651|CJ Anderson|Dubai International Cricket Stadium|4.0125|1
652|CJ Anderson|Eden Gardens|4.0125|1
653|CJ Anderson|Feroz Shah Kotla|3.2624999999999997|1
654|CJ Anderson|Green Park|2.1374999999999997|1
655|CJ Anderson|M.Chinnaswamy Stadium|9.362499999999999|1
656|CJ Anderson|Maharashtra Cricket Association Stadium|2.1374999999999997|1
657|CJ Anderson|Rajiv Gandhi International Stadium, Uppal|2.1374999999999997|1
658|CJ Anderson|Sardar Patel Stadium, Motera|2.1374999999999997|1
659|CJ Anderson|Sharjah Cricket Stadium|4.0125|1
660|CJ Anderson|Sheikh Zayed Stadium|2.1374999999999997|1
661|CJ Anderson|Wankhede Stadium|20.86875|2
662|CJ Dala|Feroz Shah Kotla|-1.575|1
663|CJ Jordan|Dubai International Cricket Stadium|20.16875|1
664|CJ Jordan|Eden Gardens|6.3|1
665|CJ Jordan|M Chinnaswamy Stadium|9.7875|1
666|CJ Jordan|Punjab Cricket Association IS Bindra Stadium, Mohali|21.0|2
667|CJ Jordan|Shaheed Veer Narayan Singh International Stadium|8.174999999999999|1
668|CJ Jordan|Sharjah Cricket Stadium|21.2625|1
669|CJ Jordan|Sheikh Zayed Stadium|19.075|1
670|CJ McKay|Punjab Cricket Association Stadium, Mohali|4.6875|1
671|CJ McKay|Wankhede Stadium|2.8125|1
672|CK Kapugedera|Feroz Shah Kotla|-0.6749999999999999|1
673|CK Kapugedera|MA Chidambaram Stadium, Chepauk|-0.6749999999999999|1
674|CK Kapugedera|Wankhede Stadium|-0.6749999999999999|1
675|CK Langeveldt|Dr DY Patil Sports Academy|14.19675|1
676|CK Langeveldt|Eden Gardens|12.32175|1
677|CK Langeveldt|Feroz Shah Kotla|14.19675|1
678|CK Langeveldt|Himachal Pradesh Cricket Association Stadium|14.19675|1
679|CK Langeveldt|Kingsmead|16.071749999999998|1
680|CK Langeveldt|M Chinnaswamy Stadium|14.19675|1
681|CK Langeveldt|Sawai Mansingh Stadium|12.32175|1
682|CL White|Barabati Stadium|0.26325|1
683|CL White|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.26325|1
684|CL White|Feroz Shah Kotla|0.26325|1
685|CL White|M Chinnaswamy Stadium|1.2007499999999998|1
686|CL White|Rajiv Gandhi International Stadium, Uppal|0.26325|1
687|CR Brathwaite|Eden Gardens|18.163749999999997|2
688|CR Brathwaite|Feroz Shah Kotla|7.0634999999999994|1
689|CR Brathwaite|Green Park|6.444749999999999|1
690|CR Brathwaite|M Chinnaswamy Stadium|6.444749999999999|1
691|CR Brathwaite|M.Chinnaswamy Stadium|4.569749999999999|1
692|CR Brathwaite|Punjab Cricket Association IS Bindra Stadium, Mohali|4.569749999999999|1
693|CR Brathwaite|Rajiv Gandhi International Stadium, Uppal|19.41275|1
694|CR Brathwaite|Shaheed Veer Narayan Singh International Stadium|8.319749999999999|1
695|CR Brathwaite|Wankhede Stadium|15.037749999999997|1
696|CR Woakes|Eden Gardens|42.59625|2
697|CR Woakes|Feroz Shah Kotla|9.687|1
698|CR Woakes|M Chinnaswamy Stadium|9.687|1
699|CR Woakes|M.Chinnaswamy Stadium|24.04675|1
700|CR Woakes|Maharashtra Cricket Association Stadium|7.811999999999999|1
701|CR Woakes|Punjab Cricket Association IS Bindra Stadium, Mohali|11.562|1
702|CR Woakes|Rajiv Gandhi International Stadium, Uppal|11.562|1
703|CR Woakes|Saurashtra Cricket Association Stadium|7.811999999999999|1
704|CR Woakes|Wankhede Stadium|32.29|2
705|CRD Fernando|Brabourne Stadium|13.492499999999998|1
706|CRD Fernando|Dr DY Patil Sports Academy|12.554999999999998|1
707|CRD Fernando|Eden Gardens|10.679999999999998|1
708|CRD Fernando|M Chinnaswamy Stadium|16.304999999999996|1
709|CRD Fernando|Rajiv Gandhi International Stadium, Uppal|15.367499999999998|1
710|CRD Fernando|Sawai Mansingh Stadium|13.492499999999998|1
711|CRD Fernando|Wankhede Stadium|11.617499999999998|1
712|CV Varun|Dubai International Cricket Stadium|20.299999999999997|1
713|CV Varun|Eden Gardens|15.924999999999999|1
714|CV Varun|Sharjah Cricket Stadium|14.48125|1
715|CV Varun|Sheikh Zayed Stadium|17.193749999999998|1
716|D Kalyankrishna|Dr DY Patil Sports Academy|3.07575|1
717|D Kalyankrishna|Rajiv Gandhi International Stadium, Uppal|4.95075|1
718|D Salunkhe|Feroz Shah Kotla|1.125|1
719|D Salunkhe|MA Chidambaram Stadium, Chepauk|1.125|1
720|D Salunkhe|Punjab Cricket Association Stadium, Mohali|1.125|1
721|D Salunkhe|Rajiv Gandhi International Stadium, Uppal|1.125|1
722|D Salunkhe|Sawai Mansingh Stadium|3.0|1
723|D Wiese|Feroz Shah Kotla|12.181500000000002|1
724|D Wiese|JSCA International Stadium Complex|8.4315|1
725|D Wiese|M Chinnaswamy Stadium|8.4315|1
726|D Wiese|MA Chidambaram Stadium, Chepauk|10.306500000000002|1
727|D Wiese|Maharashtra Cricket Association Stadium|10.306500000000002|1
728|D Wiese|Punjab Cricket Association Stadium, Mohali|8.4315|1
729|D Wiese|Rajiv Gandhi International Stadium, Uppal|10.306500000000002|1
730|D Wiese|Sardar Patel Stadium, Motera|6.5565|1
731|D Wiese|Wankhede Stadium|6.5565|1
732|D du Preez|New Wanderers Stadium|18.224999999999998|1
733|D du Preez|SuperSport Park|14.475|1
734|DA Warner|Dubai International Cricket Stadium|3.15|1
735|DAJ Bracewell|M Chinnaswamy Stadium|22.5|1
736|DB Ravi Teja|Eden Gardens|2.8125|1
737|DB Ravi Teja|Rajiv Gandhi International Stadium, Uppal|4.6875|1
738|DE Bollinger|Dr DY Patil Sports Academy|13.70025|1
739|DE Bollinger|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|11.82525|1
740|DE Bollinger|Eden Gardens|8.07525|1
741|DE Bollinger|Feroz Shah Kotla|8.07525|1
742|DE Bollinger|Himachal Pradesh Cricket Association Stadium|8.07525|1
743|DE Bollinger|M Chinnaswamy Stadium|8.07525|1
744|DE Bollinger|MA Chidambaram Stadium, Chepauk|11.431500000000002|1
745|DE Bollinger|Nehru Stadium|9.95025|1
746|DE Bollinger|Sawai Mansingh Stadium|13.70025|1
747|DE Bollinger|Vidarbha Cricket Association Stadium, Jamtha|8.07525|1
748|DE Bollinger|Wankhede Stadium|10.88775|1
749|DJ Bravo|Brabourne Stadium|6.99975|1
750|DJ Bravo|Buffalo Park|6.380999999999999|1
751|DJ Bravo|Dr DY Patil Sports Academy|7.787249999999999|1
752|DJ Bravo|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|30.019999999999996|2
753|DJ Bravo|Dubai International Cricket Stadium|17.0765|1
754|DJ Bravo|Eden Gardens|23.61375|2
755|DJ Bravo|Feroz Shah Kotla|30.645|2
756|DJ Bravo|Green Park|9.1935|1
757|DJ Bravo|Himachal Pradesh Cricket Association Stadium|10.130999999999998|1
758|DJ Bravo|JSCA International Stadium Complex|10.130999999999998|1
759|DJ Bravo|Kingsmead|10.130999999999998|1
760|DJ Bravo|M Chinnaswamy Stadium|7.63725|1
761|DJ Bravo|M.Chinnaswamy Stadium|28.013999999999996|1
762|DJ Bravo|MA Chidambaram Stadium, Chepauk|26.632499999999997|2
763|DJ Bravo|Maharashtra Cricket Association Stadium|30.138749999999995|2
764|DJ Bravo|New Wanderers Stadium|6.380999999999999|1
765|DJ Bravo|Newlands|8.256|1
766|DJ Bravo|Punjab Cricket Association IS Bindra Stadium, Mohali|30.957499999999996|2
767|DJ Bravo|Punjab Cricket Association Stadium, Mohali|8.874749999999999|1
768|DJ Bravo|Rajiv Gandhi International Stadium, Uppal|29.863749999999996|2
769|DJ Bravo|Sardar Patel Stadium, Motera|8.256|1
770|DJ Bravo|Saurashtra Cricket Association Stadium|7.787249999999999|1
771|DJ Bravo|Sawai Mansingh Stadium|31.276249999999997|2
772|DJ Bravo|Sharjah Cricket Stadium|19.264|1
773|DJ Bravo|Sheikh Zayed Stadium|32.388999999999996|1
774|DJ Bravo|St George's Park|8.874749999999999|1
775|DJ Bravo|Subrata Roy Sahara Stadium|7.318499999999999|1
776|DJ Bravo|SuperSport Park|9.1935|1
777|DJ Bravo|Wankhede Stadium|29.394999999999996|2
778|DJ Harris|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|0.0|1
779|DJ Harris|Rajiv Gandhi International Stadium, Uppal|0.0|1
780|DJ Hooda|Brabourne Stadium|1.96875|1
781|DJ Hooda|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|10.9375|2
782|DJ Hooda|Dubai International Cricket Stadium|4.59375|1
783|DJ Hooda|Eden Gardens|5.71875|1
784|DJ Hooda|Feroz Shah Kotla|1.96875|1
785|DJ Hooda|Punjab Cricket Association IS Bindra Stadium, Mohali|6.5625|2
786|DJ Hooda|Rajiv Gandhi International Stadium, Uppal|7.18125|2
787|DJ Hooda|Sardar Patel Stadium, Motera|2.4375|1
788|DJ Hooda|Saurashtra Cricket Association Stadium|3.84375|1
789|DJ Hooda|Shaheed Veer Narayan Singh International Stadium|1.96875|1
790|DJ Hooda|Wankhede Stadium|3.84375|1
791|DJ Hussey|Eden Gardens|2.10525|1
792|DJ Hussey|Feroz Shah Kotla|2.3489999999999998|1
793|DJ Hussey|Himachal Pradesh Cricket Association Stadium|1.73025|1
794|DJ Hussey|JSCA International Stadium Complex|5.480249999999999|1
795|DJ Hussey|M Chinnaswamy Stadium|1.73025|1
796|DJ Hussey|MA Chidambaram Stadium, Chepauk|2.199|1
797|DJ Hussey|New Wanderers Stadium|1.73025|1
798|DJ Hussey|Punjab Cricket Association Stadium, Mohali|2.66775|1
799|DJ Hussey|Rajiv Gandhi International Stadium, Uppal|5.480249999999999|1
800|DJ Hussey|Sawai Mansingh Stadium|1.73025|1
801|DJ Hussey|SuperSport Park|2.66775|1
802|DJ Hussey|Wankhede Stadium|1.73025|1
803|DJ Muthuswami|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.75075|1
804|DJ Muthuswami|Feroz Shah Kotla|5.62575|1
805|DJ Muthuswami|MA Chidambaram Stadium, Chepauk|5.62575|1
806|DJ Muthuswami|Maharashtra Cricket Association Stadium|3.75075|1
807|DJ Thornely|Dr DY Patil Sports Academy|6.9937499999999995|1
808|DJ Thornely|Rajiv Gandhi International Stadium, Uppal|5.1187499999999995|1
809|DJ Thornely|Wankhede Stadium|6.9937499999999995|1
810|DJ Willey|Maharashtra Cricket Association Stadium|10.93925|1
811|DJ Willey|Sawai Mansingh Stadium|13.12675|1
812|DJG Sammy|Dubai International Cricket Stadium|5.22525|1
813|DJG Sammy|Eden Gardens|3.35025|1
814|DJG Sammy|Feroz Shah Kotla|7.10025|1
815|DJG Sammy|JSCA International Stadium Complex|3.35025|1
816|DJG Sammy|M Chinnaswamy Stadium|3.35025|1
817|DJG Sammy|MA Chidambaram Stadium, Chepauk|3.35025|1
818|DJG Sammy|Punjab Cricket Association Stadium, Mohali|14.60025|1
819|DJG Sammy|Rajiv Gandhi International Stadium, Uppal|4.28775|1
820|DJG Sammy|Sawai Mansingh Stadium|3.35025|1
821|DJG Sammy|Sharjah Cricket Stadium|5.22525|1
822|DJG Sammy|Sheikh Zayed Stadium|3.35025|1
823|DJG Sammy|Wankhede Stadium|3.35025|1
824|DJM Short|M.Chinnaswamy Stadium|11.987499999999999|1
825|DJM Short|Rajiv Gandhi International Stadium, Uppal|7.6125|1
826|DL Chahar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|27.74|2
827|DL Chahar|Dubai International Cricket Stadium|16.399250000000002|1
