Player|venue|career_dream11_score
B Chipli|MA Chidambaram Stadium, Chepauk|6.11
B Chipli|Nehru Stadium|5.13
B Chipli|Subrata Roy Sahara Stadium|6.03
B Chipli|Wankhede Stadium|5.24
B Geeves|Feroz Shah Kotla|18.01
B Kumar|Barabati Stadium|10.66
B Kumar|Brabourne Stadium|14.41
B Kumar|Dr DY Patil Sports Academy|10.18
B Kumar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|34.98
B Kumar|Dubai International Cricket Stadium|33.6
B Kumar|Eden Gardens|34.83
B Kumar|Feroz Shah Kotla|34.58
B Kumar|Green Park|12.54
B Kumar|JSCA International Stadium Complex|9.73
B Kumar|M Chinnaswamy Stadium|11.85
B Kumar|M.Chinnaswamy Stadium|28.49
B Kumar|MA Chidambaram Stadium, Chepauk|34.81
B Kumar|Maharashtra Cricket Association Stadium|26.16
B Kumar|Punjab Cricket Association IS Bindra Stadium, Mohali|30.22
B Kumar|Punjab Cricket Association Stadium, Mohali|11.92
B Kumar|Rajiv Gandhi International Stadium, Uppal|31.77
B Kumar|Sardar Patel Stadium, Motera|16.67
B Kumar|Saurashtra Cricket Association Stadium|16.29
B Kumar|Sawai Mansingh Stadium|26.87
B Kumar|Shaheed Veer Narayan Singh International Stadium|10.76
B Kumar|Sharjah Cricket Stadium|13.93
B Kumar|Sheikh Zayed Stadium|30.53
B Kumar|Subrata Roy Sahara Stadium|11.48
B Kumar|Wankhede Stadium|32.84
B Laughlin|Eden Gardens|22.65
B Laughlin|M.Chinnaswamy Stadium|18.27
B Laughlin|MA Chidambaram Stadium, Chepauk|7.72
B Laughlin|Maharashtra Cricket Association Stadium|21.21
B Laughlin|Rajiv Gandhi International Stadium, Uppal|12.63
B Laughlin|Sawai Mansingh Stadium|19.72
B Laughlin|Wankhede Stadium|6.15
B Lee|Barabati Stadium|8.21
B Lee|Brabourne Stadium|8.38
B Lee|De Beers Diamond Oval|11.08
B Lee|Dr DY Patil Sports Academy|6.33
B Lee|Eden Gardens|9.58
B Lee|Feroz Shah Kotla|11.04
B Lee|Kingsmead|8.61
B Lee|M Chinnaswamy Stadium|9.7
B Lee|MA Chidambaram Stadium, Chepauk|7.27
B Lee|Nehru Stadium|8.23
B Lee|New Wanderers Stadium|10.03
B Lee|OUTsurance Oval|11.96
B Lee|Punjab Cricket Association Stadium, Mohali|10.24
B Lee|Rajiv Gandhi International Stadium, Uppal|8.21
B Lee|Sawai Mansingh Stadium|10.78
B Lee|Shaheed Veer Narayan Singh International Stadium|11.23
B Lee|SuperSport Park|10.63
B Lee|Wankhede Stadium|10.18
B Stanlake|Eden Gardens|25.39
B Stanlake|Holkar Cricket Stadium|7.89
B Stanlake|M.Chinnaswamy Stadium|11.64
B Stanlake|Rajiv Gandhi International Stadium, Uppal|28.19
BA Bhatt|Eden Gardens|8.15
BA Bhatt|Feroz Shah Kotla|6.96
BA Bhatt|Himachal Pradesh Cricket Association Stadium|5.2
BA Bhatt|Holkar Cricket Stadium|5.09
BA Bhatt|MA Chidambaram Stadium, Chepauk|6.96
BA Bhatt|Punjab Cricket Association Stadium, Mohali|7.28
BA Bhatt|Wankhede Stadium|5.09
BA Stokes|Dubai International Cricket Stadium|32.72
BA Stokes|Eden Gardens|57.65
BA Stokes|Feroz Shah Kotla|46.08
BA Stokes|Holkar Cricket Stadium|49.9
BA Stokes|M Chinnaswamy Stadium|20.31
BA Stokes|M.Chinnaswamy Stadium|38.0
BA Stokes|MA Chidambaram Stadium, Chepauk|41.33
BA Stokes|Maharashtra Cricket Association Stadium|51.23
BA Stokes|Rajiv Gandhi International Stadium, Uppal|52.25
BA Stokes|Saurashtra Cricket Association Stadium|16.41
BA Stokes|Sawai Mansingh Stadium|33.95
BA Stokes|Sheikh Zayed Stadium|43.54
BA Stokes|Wankhede Stadium|40.11
BAW Mendis|Eden Gardens|8.91
BAW Mendis|M Chinnaswamy Stadium|5.57
BAW Mendis|Newlands|9.85
BAW Mendis|Punjab Cricket Association Stadium, Mohali|7.98
BAW Mendis|St George's Park|7.37
BAW Mendis|Subrata Roy Sahara Stadium|6.59
BAW Mendis|SuperSport Park|7.04
BB Sran|Brabourne Stadium|5.72
BB Sran|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.18
BB Sran|Eden Gardens|21.07
BB Sran|Feroz Shah Kotla|19.88
BB Sran|Holkar Cricket Stadium|14.9
BB Sran|M Chinnaswamy Stadium|7.59
BB Sran|Punjab Cricket Association IS Bindra Stadium, Mohali|15.72
BB Sran|Rajiv Gandhi International Stadium, Uppal|15.9
BB Sran|Saurashtra Cricket Association Stadium|7.59
BB Sran|Shaheed Veer Narayan Singh International Stadium|9.47
BB Sran|Wankhede Stadium|11.34
BCJ Cutting|Eden Gardens|43.58
BCJ Cutting|Feroz Shah Kotla|38.53
BCJ Cutting|Holkar Cricket Stadium|16.48
BCJ Cutting|M Chinnaswamy Stadium|19.34
BCJ Cutting|Maharashtra Cricket Association Stadium|12.1
BCJ Cutting|Punjab Cricket Association IS Bindra Stadium, Mohali|14.02
BCJ Cutting|Rajiv Gandhi International Stadium, Uppal|35.71
BCJ Cutting|Sardar Patel Stadium, Motera|17.02
BCJ Cutting|Wankhede Stadium|35.94
BCJ Cutting|M.Chinnaswamy Stadium|18.09
BCJ Cutting|Sawai Mansingh Stadium|18.27
BE Hendricks|Eden Gardens|14.98
BE Hendricks|Feroz Shah Kotla|16.86
BE Hendricks|Punjab Cricket Association Stadium, Mohali|11.93
BE Hendricks|Rajiv Gandhi International Stadium, Uppal|16.86
BJ Hodge|Buffalo Park|21.36
BJ Hodge|Dr DY Patil Sports Academy|18.77
BJ Hodge|Eden Gardens|16.11
BJ Hodge|Holkar Cricket Stadium|20.08
BJ Hodge|Kingsmead|16.69
BJ Hodge|MA Chidambaram Stadium, Chepauk|17.46
BJ Hodge|New Wanderers Stadium|16.74
BJ Hodge|Rajiv Gandhi International Stadium, Uppal|14.61
BJ Hodge|Sardar Patel Stadium, Motera|16.86
BJ Hodge|Sawai Mansingh Stadium|16.46
BJ Hodge|St George's Park|19.41
BJ Hodge|SuperSport Park|19.33
BJ Hodge|Feroz Shah Kotla|11.1
BJ Hodge|M Chinnaswamy Stadium|9.61
BJ Hodge|Nehru Stadium|10.76
BJ Hodge|Newlands|10.49
BJ Hodge|Punjab Cricket Association Stadium, Mohali|10.84
BJ Hodge|Sheikh Zayed Stadium|9.21
BJ Hodge|Subrata Roy Sahara Stadium|10.79
BJ Hodge|Wankhede Stadium|11.11
BJ Rohrer|Sawai Mansingh Stadium|14.74
BJ Rohrer|Feroz Shah Kotla|13.01
BJ Rohrer|Himachal Pradesh Cricket Association Stadium|14.29
BJ Rohrer|M Chinnaswamy Stadium|11.66
BJ Rohrer|MA Chidambaram Stadium, Chepauk|10.91
BJ Rohrer|Shaheed Veer Narayan Singh International Stadium|11.48
BJ Rohrer|Subrata Roy Sahara Stadium|11.14
BMAJ Mendis|Rajiv Gandhi International Stadium, Uppal|11.74
BMAJ Mendis|Wankhede Stadium|9.04
BMAJ Mendis|Feroz Shah Kotla|7.13
BW Hilfenhaus|Barabati Stadium|9.94
BW Hilfenhaus|Dubai International Cricket Stadium|10.88
BW Hilfenhaus|Eden Gardens|9.0
BW Hilfenhaus|Feroz Shah Kotla|9.94
BW Hilfenhaus|Himachal Pradesh Cricket Association Stadium|9.94
BW Hilfenhaus|JSCA International Stadium Complex|9.94
BW Hilfenhaus|M Chinnaswamy Stadium|9.94
BW Hilfenhaus|MA Chidambaram Stadium, Chepauk|11.35
BW Hilfenhaus|Sawai Mansingh Stadium|11.82
BW Hilfenhaus|Sharjah Cricket Stadium|11.82
BW Hilfenhaus|Sheikh Zayed Stadium|9.94
BW Hilfenhaus|Wankhede Stadium|11.82
Basil Thampi|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|13.9
Basil Thampi|Eden Gardens|10.38
Basil Thampi|Feroz Shah Kotla|8.5
Basil Thampi|Green Park|10.38
Basil Thampi|M Chinnaswamy Stadium|8.5
Basil Thampi|M.Chinnaswamy Stadium|12.94
Basil Thampi|Maharashtra Cricket Association Stadium|10.86
Basil Thampi|Punjab Cricket Association IS Bindra Stadium, Mohali|8.5
Basil Thampi|Rajiv Gandhi International Stadium, Uppal|27.74
Basil Thampi|Saurashtra Cricket Association Stadium|10.1
Basil Thampi|Sawai Mansingh Stadium|17.32
Basil Thampi|Sheikh Zayed Stadium|17.32
Basil Thampi|Wankhede Stadium|23.36
Bipul Sharma|Barabati Stadium|11.71
Bipul Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.36
Bipul Sharma|Eden Gardens|11.43
Bipul Sharma|Feroz Shah Kotla|12.65
Bipul Sharma|Holkar Cricket Stadium|9.11
Bipul Sharma|M Chinnaswamy Stadium|10.75
Bipul Sharma|MA Chidambaram Stadium, Chepauk|9.76
Bipul Sharma|Maharashtra Cricket Association Stadium|7.23
Bipul Sharma|Punjab Cricket Association Stadium, Mohali|12.82
Bipul Sharma|Rajiv Gandhi International Stadium, Uppal|11.05
Bipul Sharma|Saurashtra Cricket Association Stadium|7.23
Bipul Sharma|Sawai Mansingh Stadium|9.95
Bipul Sharma|Subrata Roy Sahara Stadium|11.86
Bipul Sharma|Wankhede Stadium|11.18
C Ganapathy|MA Chidambaram Stadium, Chepauk|-0.68
C Munro|Eden Gardens|7.35
C Munro|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|15.81
C Munro|Feroz Shah Kotla|19.57
C Munro|Maharashtra Cricket Association Stadium|16.77
C Munro|Punjab Cricket Association IS Bindra Stadium, Mohali|12.92
C Munro|Rajiv Gandhi International Stadium, Uppal|19.22
C Nanda|Kingsmead|4.5
C Nanda|St George's Park|4.69
C de Grandhomme|Eden Gardens|11.14
C de Grandhomme|Feroz Shah Kotla|23.44
C de Grandhomme|Holkar Cricket Stadium|10.76
C de Grandhomme|M Chinnaswamy Stadium|9.58
C de Grandhomme|M.Chinnaswamy Stadium|20.38
C de Grandhomme|Maharashtra Cricket Association Stadium|24.21
C de Grandhomme|Punjab Cricket Association IS Bindra Stadium, Mohali|9.24
C de Grandhomme|Rajiv Gandhi International Stadium, Uppal|28.53
C de Grandhomme|Sawai Mansingh Stadium|17.01
C de Grandhomme|MA Chidambaram Stadium, Chepauk|13.21
CH Gayle|Brabourne Stadium|22.25
CH Gayle|Buffalo Park|19.03
CH Gayle|Eden Gardens|56.08
CH Gayle|Feroz Shah Kotla|61.12
CH Gayle|Himachal Pradesh Cricket Association Stadium|16.63
CH Gayle|Kingsmead|19.78
CH Gayle|M Chinnaswamy Stadium|20.53
CH Gayle|MA Chidambaram Stadium, Chepauk|49.98
CH Gayle|Newlands|18.54
CH Gayle|Punjab Cricket Association Stadium, Mohali|20.92
CH Gayle|Sawai Mansingh Stadium|56.28
CH Gayle|Shaheed Veer Narayan Singh International Stadium|20.45
CH Gayle|Sheikh Zayed Stadium|46.03
CH Gayle|St George's Park|17.72
CH Gayle|Subrata Roy Sahara Stadium|21.43
CH Gayle|Wankhede Stadium|54.18
CH Gayle|Dubai International Cricket Stadium|47.73
CH Gayle|Holkar Cricket Stadium|34.18
CH Gayle|JSCA International Stadium Complex|16.89
CH Gayle|M.Chinnaswamy Stadium|46.44
CH Gayle|Maharashtra Cricket Association Stadium|44.0
CH Gayle|Punjab Cricket Association IS Bindra Stadium, Mohali|38.56
CH Gayle|Rajiv Gandhi International Stadium, Uppal|45.97
CH Gayle|Sardar Patel Stadium, Motera|15.39
CH Gayle|Saurashtra Cricket Association Stadium|19.67
CH Gayle|Sharjah Cricket Stadium|39.04
CH Morris|Brabourne Stadium|20.31
CH Morris|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|19.19
CH Morris|Dubai International Cricket Stadium|41.84
CH Morris|Eden Gardens|51.88
CH Morris|Feroz Shah Kotla|49.3
CH Morris|M Chinnaswamy Stadium|10.55
CH Morris|M.Chinnaswamy Stadium|51.12
CH Morris|MA Chidambaram Stadium, Chepauk|48.05
CH Morris|Maharashtra Cricket Association Stadium|17.49
CH Morris|Punjab Cricket Association IS Bindra Stadium, Mohali|54.52
CH Morris|Punjab Cricket Association Stadium, Mohali|14.3
CH Morris|Rajiv Gandhi International Stadium, Uppal|54.43
CH Morris|Sardar Patel Stadium, Motera|16.77
CH Morris|Saurashtra Cricket Association Stadium|12.43
CH Morris|Sawai Mansingh Stadium|43.27
CH Morris|Shaheed Veer Narayan Singh International Stadium|19.04
CH Morris|Sharjah Cricket Stadium|35.19
CH Morris|Sheikh Zayed Stadium|33.09
CH Morris|Subrata Roy Sahara Stadium|14.3
CH Morris|Wankhede Stadium|19.0
CJ Anderson|Brabourne Stadium|12.33
CJ Anderson|Dubai International Cricket Stadium|14.15
CJ Anderson|Eden Gardens|14.84
CJ Anderson|Feroz Shah Kotla|13.38
CJ Anderson|Green Park|11.28
CJ Anderson|M.Chinnaswamy Stadium|26.69
CJ Anderson|Maharashtra Cricket Association Stadium|10.98
CJ Anderson|Rajiv Gandhi International Stadium, Uppal|5.47
CJ Anderson|Sardar Patel Stadium, Motera|14.58
CJ Anderson|Sharjah Cricket Stadium|13.68
CJ Anderson|Sheikh Zayed Stadium|10.98
CJ Anderson|Wankhede Stadium|43.82
CJ Anderson|Barabati Stadium|10.04
CJ Anderson|Punjab Cricket Association IS Bindra Stadium, Mohali|10.04
CJ Dala|Feroz Shah Kotla|-1.58
CJ Jordan|Dubai International Cricket Stadium|23.58
CJ Jordan|Eden Gardens|9.57
CJ Jordan|M Chinnaswamy Stadium|12.61
CJ Jordan|Punjab Cricket Association IS Bindra Stadium, Mohali|24.27
CJ Jordan|Shaheed Veer Narayan Singh International Stadium|11.44
CJ Jordan|Sharjah Cricket Stadium|24.53
CJ Jordan|Sheikh Zayed Stadium|21.73
CJ McKay|Punjab Cricket Association Stadium, Mohali|4.69
CJ McKay|Wankhede Stadium|4.54
CK Kapugedera|Feroz Shah Kotla|7.5
CK Kapugedera|MA Chidambaram Stadium, Chepauk|6.52
CK Kapugedera|Wankhede Stadium|6.9
CK Kapugedera|Dr DY Patil Sports Academy|8.18
CK Langeveldt|Dr DY Patil Sports Academy|14.2
CK Langeveldt|Eden Gardens|12.32
CK Langeveldt|Feroz Shah Kotla|14.53
CK Langeveldt|Himachal Pradesh Cricket Association Stadium|15.13
CK Langeveldt|Kingsmead|16.07
CK Langeveldt|M Chinnaswamy Stadium|14.2
CK Langeveldt|Sawai Mansingh Stadium|12.32
CL White|Barabati Stadium|13.64
CL White|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.48
CL White|Feroz Shah Kotla|11.81
CL White|M Chinnaswamy Stadium|12.96
CL White|Rajiv Gandhi International Stadium, Uppal|11.45
CL White|Eden Gardens|12.63
CL White|Himachal Pradesh Cricket Association Stadium|11.36
CL White|MA Chidambaram Stadium, Chepauk|12.35
CL White|Nehru Stadium|12.56
CL White|Punjab Cricket Association Stadium, Mohali|11.97
CL White|Sawai Mansingh Stadium|10.98
CL White|Subrata Roy Sahara Stadium|13.16
CL White|Vidarbha Cricket Association Stadium, Jamtha|10.53
CL White|Wankhede Stadium|11.84
CR Brathwaite|Eden Gardens|38.27
CR Brathwaite|Feroz Shah Kotla|16.58
CR Brathwaite|Green Park|14.76
CR Brathwaite|M Chinnaswamy Stadium|9.19
CR Brathwaite|M.Chinnaswamy Stadium|12.14
CR Brathwaite|Punjab Cricket Association IS Bindra Stadium, Mohali|12.96
CR Brathwaite|Rajiv Gandhi International Stadium, Uppal|33.75
CR Brathwaite|Shaheed Veer Narayan Singh International Stadium|16.22
CR Brathwaite|Wankhede Stadium|34.45
CR Woakes|Eden Gardens|50.33
CR Woakes|Feroz Shah Kotla|14.31
CR Woakes|M Chinnaswamy Stadium|13.25
CR Woakes|M.Chinnaswamy Stadium|29.65
CR Woakes|Maharashtra Cricket Association Stadium|11.37
CR Woakes|Punjab Cricket Association IS Bindra Stadium, Mohali|16.56
CR Woakes|Rajiv Gandhi International Stadium, Uppal|16.41
CR Woakes|Saurashtra Cricket Association Stadium|11.37
CR Woakes|Wankhede Stadium|41.25
CRD Fernando|Brabourne Stadium|16.29
CRD Fernando|Dr DY Patil Sports Academy|16.4
CRD Fernando|Eden Gardens|13.48
CRD Fernando|M Chinnaswamy Stadium|19.1
CRD Fernando|Rajiv Gandhi International Stadium, Uppal|18.17
CRD Fernando|Sawai Mansingh Stadium|16.29
CRD Fernando|Wankhede Stadium|15.47
CV Varun|Dubai International Cricket Stadium|20.3
CV Varun|Eden Gardens|15.92
CV Varun|Sharjah Cricket Stadium|13.69
CV Varun|Sheikh Zayed Stadium|15.79
D Kalyankrishna|Dr DY Patil Sports Academy|5.75
D Kalyankrishna|Rajiv Gandhi International Stadium, Uppal|7.85
D Salunkhe|Feroz Shah Kotla|9.05
D Salunkhe|MA Chidambaram Stadium, Chepauk|3.8
D Salunkhe|Punjab Cricket Association Stadium, Mohali|7.55
D Salunkhe|Rajiv Gandhi International Stadium, Uppal|7.17
D Salunkhe|Sawai Mansingh Stadium|5.67
D Wiese|Feroz Shah Kotla|15.91
D Wiese|JSCA International Stadium Complex|17.76
D Wiese|M Chinnaswamy Stadium|18.27
D Wiese|MA Chidambaram Stadium, Chepauk|20.01
D Wiese|Maharashtra Cricket Association Stadium|14.04
D Wiese|Punjab Cricket Association Stadium, Mohali|17.16
D Wiese|Rajiv Gandhi International Stadium, Uppal|14.04
D Wiese|Sardar Patel Stadium, Motera|10.29
D Wiese|Wankhede Stadium|10.29
D du Preez|New Wanderers Stadium|18.22
D du Preez|SuperSport Park|16.8
DA Warner|Dubai International Cricket Stadium|55.05
DA Warner|Barabati Stadium|19.63
DA Warner|Brabourne Stadium|17.42
DA Warner|Buffalo Park|16.93
DA Warner|Dr DY Patil Sports Academy|18.81
DA Warner|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|18.34
DA Warner|Eden Gardens|57.65
DA Warner|Feroz Shah Kotla|45.55
DA Warner|Green Park|20.53
DA Warner|Himachal Pradesh Cricket Association Stadium|18.06
DA Warner|JSCA International Stadium Complex|22.11
DA Warner|Kingsmead|16.86
DA Warner|M Chinnaswamy Stadium|18.89
DA Warner|MA Chidambaram Stadium, Chepauk|53.45
DA Warner|Maharashtra Cricket Association Stadium|18.58
DA Warner|Nehru Stadium|15.58
DA Warner|New Wanderers Stadium|18.62
DA Warner|Punjab Cricket Association IS Bindra Stadium, Mohali|57.97
DA Warner|Punjab Cricket Association Stadium, Mohali|19.71
DA Warner|Rajiv Gandhi International Stadium, Uppal|56.34
DA Warner|Sardar Patel Stadium, Motera|15.81
DA Warner|Saurashtra Cricket Association Stadium|20.91
DA Warner|Sawai Mansingh Stadium|50.85
DA Warner|Shaheed Veer Narayan Singh International Stadium|19.24
DA Warner|Sharjah Cricket Stadium|51.08
DA Warner|Sheikh Zayed Stadium|49.4
DA Warner|Subrata Roy Sahara Stadium|15.7
DA Warner|SuperSport Park|15.92
DA Warner|Wankhede Stadium|17.61
DAJ Bracewell|M Chinnaswamy Stadium|34.78
DB Ravi Teja|Eden Gardens|10.82
DB Ravi Teja|Rajiv Gandhi International Stadium, Uppal|13.15
DB Ravi Teja|De Beers Diamond Oval|7.63
DB Ravi Teja|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.26
DB Ravi Teja|Feroz Shah Kotla|7.78
DB Ravi Teja|Himachal Pradesh Cricket Association Stadium|11.61
DB Ravi Teja|Kingsmead|8.46
DB Ravi Teja|Nehru Stadium|7.71
DB Ravi Teja|New Wanderers Stadium|7.86
DB Ravi Teja|Newlands|7.71
DB Ravi Teja|Sawai Mansingh Stadium|7.56
DB Ravi Teja|SuperSport Park|7.41
DE Bollinger|Dr DY Patil Sports Academy|16.37
DE Bollinger|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|14.5
DE Bollinger|Eden Gardens|10.75
DE Bollinger|Feroz Shah Kotla|10.75
DE Bollinger|Himachal Pradesh Cricket Association Stadium|10.75
DE Bollinger|M Chinnaswamy Stadium|10.75
DE Bollinger|MA Chidambaram Stadium, Chepauk|15.55
DE Bollinger|Nehru Stadium|12.62
DE Bollinger|Sawai Mansingh Stadium|16.37
DE Bollinger|Vidarbha Cricket Association Stadium, Jamtha|11.63
DE Bollinger|Wankhede Stadium|14.29
DJ Bravo|Brabourne Stadium|16.55
DJ Bravo|Buffalo Park|18.14
DJ Bravo|Dr DY Patil Sports Academy|18.05
DJ Bravo|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|51.73
DJ Bravo|Dubai International Cricket Stadium|32.17
DJ Bravo|Eden Gardens|34.26
DJ Bravo|Feroz Shah Kotla|50.48
DJ Bravo|Green Park|14.32
DJ Bravo|Himachal Pradesh Cricket Association Stadium|22.87
DJ Bravo|JSCA International Stadium Complex|19.27
DJ Bravo|Kingsmead|20.19
DJ Bravo|M Chinnaswamy Stadium|17.56
DJ Bravo|M.Chinnaswamy Stadium|44.16
DJ Bravo|MA Chidambaram Stadium, Chepauk|49.46
DJ Bravo|Maharashtra Cricket Association Stadium|51.37
DJ Bravo|New Wanderers Stadium|19.27
DJ Bravo|Newlands|17.77
DJ Bravo|Punjab Cricket Association IS Bindra Stadium, Mohali|49.77
DJ Bravo|Punjab Cricket Association Stadium, Mohali|19.74
DJ Bravo|Rajiv Gandhi International Stadium, Uppal|52.8
DJ Bravo|Sardar Patel Stadium, Motera|22.04
DJ Bravo|Saurashtra Cricket Association Stadium|17.56
DJ Bravo|Sawai Mansingh Stadium|51.18
DJ Bravo|Sharjah Cricket Stadium|24.39
DJ Bravo|Sheikh Zayed Stadium|42.13
DJ Bravo|St George's Park|18.31
DJ Bravo|Subrata Roy Sahara Stadium|16.83
DJ Bravo|SuperSport Park|21.44
DJ Bravo|Wankhede Stadium|53.98
DJ Bravo|Shaheed Veer Narayan Singh International Stadium|9.74
DJ Harris|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.83
DJ Harris|Rajiv Gandhi International Stadium, Uppal|13.54
DJ Harris|M Chinnaswamy Stadium|15.23
DJ Hooda|Brabourne Stadium|8.98
DJ Hooda|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|26.51
DJ Hooda|Dubai International Cricket Stadium|17.49
DJ Hooda|Eden Gardens|22.21
DJ Hooda|Feroz Shah Kotla|19.52
DJ Hooda|Punjab Cricket Association IS Bindra Stadium, Mohali|24.6
DJ Hooda|Rajiv Gandhi International Stadium, Uppal|24.14
DJ Hooda|Sardar Patel Stadium, Motera|9.75
DJ Hooda|Saurashtra Cricket Association Stadium|7.18
DJ Hooda|Shaheed Veer Narayan Singh International Stadium|8.53
DJ Hooda|Wankhede Stadium|18.57
DJ Hooda|M Chinnaswamy Stadium|6.82
DJ Hooda|M.Chinnaswamy Stadium|10.85
DJ Hooda|MA Chidambaram Stadium, Chepauk|7.61
DJ Hooda|Maharashtra Cricket Association Stadium|19.0
DJ Hooda|Sawai Mansingh Stadium|10.68
DJ Hooda|Sheikh Zayed Stadium|16.19
DJ Hussey|Eden Gardens|13.24
DJ Hussey|Feroz Shah Kotla|14.0
DJ Hussey|Himachal Pradesh Cricket Association Stadium|11.62
DJ Hussey|JSCA International Stadium Complex|17.9
DJ Hussey|M Chinnaswamy Stadium|13.48
DJ Hussey|MA Chidambaram Stadium, Chepauk|12.35
DJ Hussey|New Wanderers Stadium|14.56
DJ Hussey|Punjab Cricket Association Stadium, Mohali|14.22
DJ Hussey|Rajiv Gandhi International Stadium, Uppal|17.46
DJ Hussey|Sawai Mansingh Stadium|13.74
DJ Hussey|SuperSport Park|14.0
DJ Hussey|Wankhede Stadium|12.22
DJ Hussey|Brabourne Stadium|12.61
DJ Hussey|Holkar Cricket Stadium|11.18
DJ Hussey|Kingsmead|10.28
DJ Hussey|Subrata Roy Sahara Stadium|10.58
DJ Muthuswami|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.75
DJ Muthuswami|Feroz Shah Kotla|5.14
DJ Muthuswami|MA Chidambaram Stadium, Chepauk|5.63
DJ Muthuswami|Maharashtra Cricket Association Stadium|3.75
DJ Thornely|Dr DY Patil Sports Academy|15.88
DJ Thornely|Rajiv Gandhi International Stadium, Uppal|12.36
DJ Thornely|Wankhede Stadium|13.67
DJ Willey|Maharashtra Cricket Association Stadium|16.27
DJ Willey|Sawai Mansingh Stadium|18.46
DJG Sammy|Dubai International Cricket Stadium|13.94
DJG Sammy|Eden Gardens|12.66
DJG Sammy|Feroz Shah Kotla|17.24
DJG Sammy|JSCA International Stadium Complex|11.31
DJG Sammy|M Chinnaswamy Stadium|11.84
DJG Sammy|MA Chidambaram Stadium, Chepauk|12.74
DJG Sammy|Punjab Cricket Association Stadium, Mohali|22.56
DJG Sammy|Rajiv Gandhi International Stadium, Uppal|13.14
DJG Sammy|Sawai Mansingh Stadium|15.81
DJG Sammy|Sharjah Cricket Stadium|14.61
DJG Sammy|Sheikh Zayed Stadium|11.76
DJG Sammy|Wankhede Stadium|7.17
DJM Short|M.Chinnaswamy Stadium|26.78
DJM Short|Rajiv Gandhi International Stadium, Uppal|21.18
DJM Short|Feroz Shah Kotla|20.56
DJM Short|Holkar Cricket Stadium|13.21
DJM Short|Sawai Mansingh Stadium|17.24
DJM Short|Wankhede Stadium|13.56
DL Chahar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|28.8
DL Chahar|Dubai International Cricket Stadium|26.7
DL Chahar|Eden Gardens|14.35
DL Chahar|Feroz Shah Kotla|27.53
DL Chahar|M.Chinnaswamy Stadium|18.73
DL Chahar|MA Chidambaram Stadium, Chepauk|27.83
DL Chahar|Maharashtra Cricket Association Stadium|45.24
DL Chahar|Punjab Cricket Association IS Bindra Stadium, Mohali|14.35
DL Chahar|Rajiv Gandhi International Stadium, Uppal|24.55
DL Chahar|Sawai Mansingh Stadium|23.1
DL Chahar|Sharjah Cricket Stadium|27.35
DL Chahar|Sheikh Zayed Stadium|18.73
DL Chahar|Wankhede Stadium|27.25
DL Vettori|Eden Gardens|12.92
DL Vettori|Feroz Shah Kotla|12.67
DL Vettori|Kingsmead|13.65
DL Vettori|M Chinnaswamy Stadium|12.49
